iter	Passed	Remaining
206	1333	5108
207	1338	5097
208	1344	5087
209	1348	5074
210	1374	5141
211	1380	5130
212	1387	5125
213	1393	5117
214	1398	5107
215	1404	5097
216	1410	5087
217	1414	5073
218	1420	5064
219	1425	5054
220	1431	5044
221	1435	5031
222	1440	5018
223	1445	5007
224	1450	4996
225	1456	4986
226	1461	4975
227	1466	4963
228	1471	4955
229	1476	4942
230	1480	4927
231	1484	4915
232	1489	4903
233	1494	4891
234	1499	4882
235	1504	4870
236	1509	4859
237	1514	4849
238	1520	4841
239	1528	4840
240	1534	4832
241	1540	4824
242	1546	4817
243	1551	4806
244	1556	4795
245	1561	4785
246	1567	4777
247	1572	4767
248	1577	4757
249	1582	4747
250	1587	4736
251	1593	4729
252	1598	4720
253	1604	4711
254	1609	4701
255	1614	4693
256	1620	4684
257	1625	4674
258	1630	4664
259	1637	4661
260	1643	4652
261	1648	4643
262	1652	4631
263	1658	4623
264	1663	4614
265	1669	4607
266	1674	4597
267	1680	4590
268	1685	4579
269	1690	4569
270	1695	4560
271	1700	4552
272	1707	4547
273	1714	4541
274	1719	4533
275	1724	4524
276	1730	4517
277	1736	4509
278	1741	4499
279	1746	4490
280	1751	4481
281	1756	4472
282	1761	4463
283	1767	4456
284	1772	4447
285	1779	4442
286	1784	4434
287	1789	4423
288	1794	4414
289	1799	4404
290	1804	4396
291	1810	4389
292	1816	4382
293	1820	4371
294	1826	4363
295	1832	4359
296	1837	4350
297	1842	4340
298	1847	4330
299	1852	4321
300	1857	4314
301	1862	4305
302	1868	4297
303	1873	4288
304	1878	4279
305	1882	4270
306	1891	4268
307	1897	4263
308	1903	4257
309	1908	4247
310	1913	4239
311	1917	4229
312	1922	4219
313	1928	4213
314	1933	4204
315	1938	4196
316	1944	4189
317	1949	4181
318	1953	4171
319	1959	4163
320	1964	4154
321	1969	4146
322	1974	4138
323	1980	4131
324	1984	4122
325	1990	4114
326	1994	4103
327	1999	4096
328	2004	4088
329	2010	4081
330	2015	4073
331	2020	4065
332	2025	4057
333	2032	4051
334	2039	4048
335	2046	4044
336	2052	4037
337	2058	4032
338	2064	4024
339	2069	4016
340	2074	4009
341	2079	4001
342	2085	3994
343	2091	3988
344	2096	3981
345	2102	3973
346	2108	3967
347	2114	3960
348	2119	3954
349	2124	3946
350	2130	3939
351	2135	3930
352	2140	3922
353	2144	3913
354	2149	3905
355	2154	3896
356	2159	3888
357	2164	3881
358	2169	3872
359	2174	3866
360	2180	3858
361	2185	3851
362	2190	3844
363	2195	3836
364	2200	3828
365	2205	3820
366	2210	3812
367	2215	3804
368	2220	3796
369	2225	3789
370	2231	3782
371	2236	3775
372	2240	3766
373	2246	3759
374	2251	3752
375	2256	3744
376	2262	3738
377	2267	3730
378	2272	3723
379	2277	3715
380	2282	3708
381	2288	3702
382	2293	3694
383	2298	3687
384	2303	3680
385	2308	3672
386	2314	3666
387	2319	3658
388	2324	3651
389	2329	3643
390	2335	3637
391	2340	3630
392	2345	3622
393	2350	3615
394	2355	3608
395	2362	3602
396	2367	3596
397	2372	3588
398	2377	3581
399	2383	3575
400	2389	3569
401	2395	3563
402	2400	3556
403	2405	3548
404	2411	3543
405	2417	3536
406	2422	3530
407	2427	3522
408	2432	3515
409	2438	3508
410	2442	3500
411	2448	3493
412	2454	3488
413	2460	3482
414	2466	3476
415	2471	3469
416	2477	3464
417	2483	3458
418	2488	3451
419	2493	3443
420	2498	3436
421	2504	3430
422	2509	3423
423	2515	3417
424	2519	3409
425	2526	3403
426	2531	3397
427	2537	3390
428	2541	3383
429	2547	3377
430	2553	3371
431	2559	3365
432	2564	3358
433	2569	3351
434	2575	3345
435	2581	3339
436	2588	3335
437	2594	3329
438	2600	3322
439	2605	3316
440	2610	3309
441	2616	3302
442	2621	3296
443	2626	3289
444	2632	3283
445	2637	3276
446	2644	3271
447	2650	3265
448	2656	3259
449	2661	3252
450	2665	3244
451	2671	3239
452	2676	3232
453	2682	3225
454	2687	3218
455	2692	3212
456	2698	3206
457	2703	3199
458	2708	3192
459	2714	3186
460	2719	3179
461	2725	3173
462	2731	3167
463	2737	3161
464	2742	3154
465	2747	3148
466	2753	3142
467	2758	3135
468	2764	3129
469	2768	3122
470	2774	3115
471	2779	3109
472	2783	3101
473	2789	3095
474	2794	3088
475	2801	3083
476	2807	3077
477	2813	3072
478	2818	3065
479	2822	3058
480	2828	3051
481	2833	3045
482	2838	3038
483	2844	3033
484	2850	3026
485	2855	3020
486	2861	3014
487	2867	3008
488	2873	3002
489	2878	2995
490	2883	2989
491	2888	2982
492	2893	2975
493	2898	2969
494	2903	2962
495	2908	2955
496	2913	2948
497	2920	2944
498	2926	2937
499	2931	2931
500	2935	2923
501	2941	2918
502	2946	2911
503	2952	2905
504	2958	2900
505	2964	2894
506	2969	2887
507	2974	2880
508	2980	2874
509	2986	2868
510	2991	2862
511	2996	2855
512	3001	2849
513	3006	2842
514	3010	2835
515	3014	2827
516	3020	2821
517	3025	2814
518	3031	2809
519	3037	2803
520	3041	2796
521	3046	2789
522	3051	2783
523	3056	2776
524	3062	2770
525	3067	2764
526	3072	2758
527	3078	2752
528	3084	2746
529	3089	2739
530	3094	2733
531	3101	2728
532	3106	2722
533	3112	2716
534	3118	2710
535	3126	2706
536	3133	2701
537	3153	2707
538	3157	2700
539	3162	2693
540	3168	2688
541	3173	2681
542	3178	2674
543	3182	2667
544	3189	2662
545	3195	2656
546	3200	2650
547	3206	2644
548	3211	2638
549	3216	2631
550	3221	2625
551	3227	2619
552	3233	2613
553	3239	2608
554	3245	2602
555	3251	2596
556	3257	2590
557	3263	2584
558	3269	2579
559	3274	2573
560	3279	2566
561	3285	2560
562	3291	2555
563	3296	2548
564	3303	2543
565	3308	2536
566	3313	2530
567	3318	2523
568	3323	2517
569	3329	2511
570	3334	2505
571	3339	2498
572	3345	2492
573	3350	2486
574	3355	2480
575	3361	2474
576	3367	2468
577	3372	2462
578	3377	2455
579	3382	2449
580	3387	2442
581	3392	2436
582	3397	2430
583	3403	2424
584	3407	2417
585	3413	2411
586	3417	2404
587	3423	2398
588	3428	2392
589	3434	2386
590	3439	2380
591	3445	2374
592	3451	2368
593	3456	2362
594	3460	2355
595	3466	2349
596	3471	2343
597	3475	2336
598	3481	2330
599	3485	2323
600	3490	2317
601	3496	2311
602	3501	2305
603	3507	2299
604	3512	2293
605	3518	2287
606	3523	2281
607	3529	2275
608	3535	2269
609	3539	2263
610	3544	2256
611	3549	2250
612	3554	2244
613	3559	2237
614	3563	2231
615	3569	2225
616	3574	2219
617	3579	2212
618	3584	2206
619	3590	2200
620	3596	2194
621	3601	2188
622	3606	2182
623	3612	2176
624	3618	2170
625	3624	2165
626	3630	2159
627	3635	2153
628	3640	2147
629	3645	2141
630	3651	2135
631	3656	2128
632	3662	2123
633	3668	2117
634	3673	2111
635	3679	2105
636	3685	2100
637	3689	2093
638	3694	2087
639	3699	2081
640	3704	2074
641	3710	2068
642	3715	2062
643	3719	2056
644	3724	2049
645	3730	2044
646	3735	2038
647	3740	2031
648	3748	2027
649	3757	2023
650	3762	2016
651	3767	2011
652	3774	2005
653	3785	2002
654	3795	1998
655	3800	1992
656	3806	1987
657	3813	1981
658	3818	1976
659	3824	1970
660	3829	1963
661	3835	1958
662	3841	1952
663	3846	1946
664	3851	1940
665	3855	1933
666	3861	1927
667	3866	1921
668	3871	1915
669	3876	1909
670	3882	1903
671	3888	1897
672	3893	1891
673	3898	1885
674	3903	1879
675	3908	1873
676	3913	1867
677	3919	1861
678	3924	1855
679	3930	1849
680	3935	1843
681	3941	1837
682	3948	1832
683	3954	1826
684	3959	1820
685	3965	1815
686	3970	1809
687	3975	1802
688	3980	1796
689	3984	1790
690	3990	1784
691	3994	1777
692	3999	1771
693	4004	1765
694	4011	1760
695	4016	1754
696	4021	1748
697	4040	1748
698	4045	1742
699	4050	1735
700	4056	1730
701	4061	1723
702	4066	1718
703	4071	1712
704	4077	1705
705	4081	1699
706	4087	1693
707	4092	1687
708	4097	1681
709	4102	1675
710	4107	1669
711	4112	1663
712	4118	1657
713	4123	1651
714	4129	1645
715	4134	1639
716	4139	1633
717	4145	1628
718	4150	1622
719	4155	1615
720	4160	1609
721	4166	1604
722	4171	1598
723	4176	1592
724	4182	1586
725	4187	1580
726	4192	1574
727	4198	1568
728	4205	1563
729	4211	1557
730	4216	1551
731	4222	1545
732	4228	1540
733	4233	1534
734	4239	1528
735	4244	1522
736	4249	1516
737	4256	1511
738	4262	1505
739	4268	1499
740	4273	1493
741	4279	1488
742	4284	1482
743	4290	1476
744	4296	1470
745	4301	1464
746	4307	1458
747	4313	1453
748	4318	1447
749	4323	1441
750	4329	1435
751	4335	1429
752	4343	1424
753	4348	1418
754	4354	1413
755	4359	1406
756	4364	1400
757	4369	1395
758	4375	1389
759	4380	1383
760	4385	1377
761	4390	1371
762	4395	1365
763	4401	1359
764	4406	1353
765	4411	1347
766	4418	1342
767	4423	1336
768	4428	1330
769	4433	1324
770	4437	1317
771	4442	1311
772	4447	1306
773	4452	1300
774	4457	1294
775	4464	1288
776	4469	1282
777	4475	1277
778	4480	1271
779	4485	1265
780	4490	1259
781	4497	1253
782	4502	1247
783	4507	1241
784	4512	1236
785	4518	1230
786	4524	1224
787	4529	1218
788	4534	1212
789	4539	1206
790	4544	1200
791	4550	1194
792	4555	1189
793	4560	1183
794	4565	1177
795	4570	1171
796	4576	1165
797	4580	1159
798	4586	1153
799	4590	1147
800	4596	1141
801	4602	1136
802	4607	1130
803	4613	1124
804	4618	1118
805	4623	1112
806	4629	1107
807	4634	1101
808	4638	1095
809	4644	1089
810	4651	1083
811	4655	1077
812	4661	1072
813	4667	1066
814	4672	1060
815	4677	1054
816	4683	1049
817	4688	1043
818	4693	1037
819	4699	1031
820	4705	1025
821	4710	1019
822	4715	1014
823	4721	1008
824	4725	1002
825	4730	996
826	4735	990
827	4740	984
828	4746	979
829	4751	973
830	4756	967
831	4762	961
832	4767	955
833	4773	950
834	4777	944
835	4783	938
836	4789	932
837	4797	927
838	4802	921
839	4808	915
840	4812	909
841	4817	904
842	4823	898
843	4828	892
844	4832	886
845	4838	880
846	4844	875
847	4849	869
848	4854	863
849	4859	857
850	4864	851
851	4870	846
852	4875	840
853	4880	834
854	4886	828
855	4891	822
856	4896	816
857	4902	811
858	4907	805
859	4913	799
860	4917	793
861	4924	788
862	4929	782
863	4935	776
864	4940	771
865	4946	765
866	4951	759
867	4956	753
868	4962	748
869	4966	742
870	4972	736
871	4976	730
872	4983	724
873	4989	719
874	4998	714
875	5006	708
876	5015	703
877	5021	697
878	5026	691
879	5030	686
880	5036	680
881	5041	674
882	5046	668
883	5051	662
884	5057	657
885	5062	651
886	5068	645
887	5073	639
888	5078	634
889	5082	628
890	5089	622
891	5093	616
892	5098	610
893	5104	605
894	5108	599
895	5114	593
896	5119	587
897	5124	582
898	5129	576
899	5134	570
900	5138	564
901	5143	558
902	5148	553
903	5153	547
904	5159	541
905	5164	535
906	5170	530
907	5175	524
908	5180	518
909	5184	512
910	5189	507
911	5195	501
912	5200	495
913	5205	489
914	5210	484
915	5216	478
916	5220	472
917	5225	466
918	5230	460
919	5235	455
920	5241	449
921	5246	443
922	5251	438
923	5256	432
924	5261	426
925	5266	420
926	5272	415
927	5277	409
928	5283	403
929	5288	398
930	5292	392
931	5297	386
932	5302	380
933	5308	375
934	5314	369
935	5319	363
936	5324	357
937	5329	352
938	5334	346
939	5339	340
940	5344	335
941	5349	329
942	5354	323
943	5361	318
944	5366	312
945	5371	306
946	5376	300
947	5380	295
948	5385	289
949	5391	283
950	5396	278
951	5401	272
952	5406	266
953	5411	260
954	5416	255
955	5422	249
956	5427	243
957	5432	238
958	5437	232
959	5442	226
960	5448	221
961	5453	215
962	5459	209
963	5464	204
964	5468	198
965	5474	192
966	5479	186
967	5484	181
968	5490	175
969	5494	169
970	5501	164
971	5506	158
972	5512	152
973	5518	147
974	5524	141
975	5528	135
976	5533	130
977	5538	124
978	5543	118
979	5550	113
980	5556	107
981	5560	101
982	5565	96
983	5570	90
984	5575	84
985	5580	79
986	5585	73
987	5590	67
988	5595	62
989	5600	56
990	5605	50
991	5609	45
992	5615	39
993	5620	33
994	5623	28
995	5629	22
996	5634	16
997	5640	11
998	5645	5
999	5650	0
